Country,OrgName,OrgType,Description,Amount
Jamaica Sub-Regional Office,Ministry of Human Services and Social Security,Government,Revision #1: Workplan between UNFPA and the Ministry of Human Services & Social Security,"265,519.34"
Jamaica Sub-Regional Office,Planning Institute of Jamaica,Government,Rev#01 Workplan between UNFPA and Planning Institute of Jamaica_2023,"53,074.28"
Jamaica Sub-Regional Office,Bureau of Gender Affairs,Government,Workplan between UNFPA SROC and the GOJ acting through MCGES and BGA(Revision 2),"75,439.44"
Jamaica Sub-Regional Office,Stichting Algemeen Bureau voor de Statistiek,Government,Digitizing the Suriname 9th Population and Housing Census #Revision5,"55,617.95"
Jamaica Sub-Regional Office,Belize Family Life Assocation,NGO,Workplan between UNFPA and BFLA Revision #2,"64,342.22"
Jamaica Sub-Regional Office,Family Planning Association of Trinidad and Tobago,NGO,Revision #1: 2023 Workplan between UNFPA SROC and the Family Planning Association of Trinidad & Tobago,"116,023.76"
Jamaica Sub-Regional Office,Help and Shelter,NGO,Workplan between UNFPA and Help & Shelter,"77,999.38"
Jamaica Sub-Regional Office,Caribbean Family Planning Affiliation (CFPA),NGO,Workplan between UNFPA and CFPA (Revision#3),"82,695.73"
Jamaica Sub-Regional Office,"University of the West Indies, St Augustine",NGO,"Revision #2: Workplan between UNFPA and The University of the West Indies, St Augustine (Institute of Gender and Development Studies)","114,985.94"
Jamaica Sub-Regional Office,Women's Media Watch (WMW) Jamaica,NGO,Rev #1 Workplan between UNFPA SROC and WMW Jamaica,"60,511.70"
Jamaica Sub-Regional Office,Blossom Incorporated,NGO,Workplan between Blossom Inc. & UNFPA,"91,037.27"
Jamaica Sub-Regional Office,International Planned Parenthood Federation - Trinidad and Tobago,NGO,Workplan between UNFPA and the International Planned Parenthood Federation - Trinidad and Tobago,"167,008.82"
Argentina,Centro de Estudios de Estado y Sociedad (CEDES),NGO,IP CEDES 2023,"130,183.36"
Bolivia,Fiscalía General del Estado,Government,Plan de Trabajo 2023 (Revisión Nº 1),"60,420.58"
Bolivia,IPAS Bolivia,NGO,Plan de Trabajo 2023-2024,"97,733.63"
Bolivia,Católicas por el Derecho a Decidir - Bolivia,NGO,Plan de Trabajo 2023 - 2024 (Revisión Nº 1),"248,457.28"
Bolivia,Asociacion Benefica Prisma,NGO,Plan de Trabajo 2023,"54,786.96"
Bolivia,"Centro de Investigación, Educación y Servicios",NGO,Plan de Trabajo 2023 - 2024 (Revisión Nº 1),"53,395.10"
Bolivia,Marie Stopes International Bolivia,NGO,Plan de Trabajo 2023 (Revisión Nº 2),"176,623.51"
Bolivia,El Centro de Promoción de la Mujer Gregoria Apaza,NGO,Plan de Trabajo 2023 - 2024,"182,054.99"
Bolivia,Asociacion Medicos del Mundo,NGO,Plan de Trabajo 2023-2024 Rev. Nº 3,"245,539.07"
Bolivia,Sistemas Integrales en Salud Sexual y Reproductiva,NGO,Plan de Trabajo 2023 Rev. Nº 3,"195,365.20"
Bolivia,Fundación ARU,NGO,Plan de Trabajo 2023 Rev. Nº 3,"65,327.08"
Brazil,UN Office for Project Services (UNOPS),UN,Human Resources Support - Workplan 2021-2023,"1,064,306.77"
Colombia,Fundación Halü Bienestar Humano,NGO,PRM2-Fundación Halü_Rev2,"141,212.91"
Colombia,Fundación Italocolombiana del Monte Tabor,NGO,"CERF 2023. Improve access to Life-saving sexual and reproductive health (SRH) and Gender Based Violence (GBV) services for women and girls, IDPs and from host communities in vulnerable situations in selected areas","68,346.40"
Colombia,Fundación ONG LA RED,NGO,Plan de Trabajo Organización LA RED Cauca y Valle del Cauca Colombia 2023-2024_Rev 1,"89,387.12"
Colombia,Fundación para el Desarrollo Ambientalmente Sostenible (FUNDEAS),NGO,Plan de Trabajo FUNDEAS Nariño Colombia 2023-2024_Rev1,"70,778.06"
Dominican Republic,Oficina Nacional de Estadística,Government,Plan de Trabajo ENI 2023,"100,777.64"
Ecuador,Facultad Latinoamericana de Ciencias Sociales (FLACSO),NGO,Plan de Trabajo UNFPA - FLACSO UNPRPD,"66,400.00"
El Salvador,Asociación Médicos del Mundo,NGO,Plan de Trabajo Médicos del Mundo,"121,257.46"
El Salvador,Asociacion Colectiva de Mujeres,NGO,Plan de Trabajo Colectiva,"100,895.32"
El Salvador,Asociación de Mujeres por la Dignidad y La Vida (LAS DIGNAS),NGO,Plan de Trabajo LAS DIGNAS,"66,709.91"
El Salvador,Fundación Educación y Cooperación (EDUCO),NGO,Plan de Trabajo Fundación Educación y Cooperación – EDUCO,"282,819.49"
El Salvador,Fundación Ayuda en Acción,NGO,Plan de Trabajo Ayuda en Acción,"111,736.72"
Guatemala,Asociación de Servicios Comunitarios de Salud,NGO,GTM08N10 Rev.2 Fondos emergencia tormenta tropical Julia,"73,625.28"
Guatemala,Asociacion Equipo de Estudios Comunitarios y Accion Psicosocial,NGO,GTM08N02 Fondo de emergencia - TT Julia,"75,391.33"
Guatemala,UN Office for Project Services (UNOPS),UN,GTM08U0P Rev.2 Gestión Programática Apoyos Adicionales,"64,427.58"
Haiti,Direction Sanitaire du Sud-Est,Government,Plan de travail 2023 de la Direction Sanitaire du Sud'Est,"87,139.80"
Haiti,"Direction Generale, Ministere de la Santé Publique et de la Population",Government,Plan de Travail 2023 de la Direction Generale,"99,216.06"
Haiti,"Direction de Population et de Developpement Humain, Ministere de la Santé Publique et de la Population",Government,Plan de Travail 2023 de la Secrétairerie d'Etat à la Population et du Développement Humain,"56,602.65"
Haiti,"Direction Sanitaire de la Grand'Anse, Ministere de la Santé Publique et de la Population",Government,Plan de travail 2023 de la Direction Sanitaire de la Grand'Anse.,"168,188.55"
Haiti,"Direction Sanitaire Sud, Ministere de la Santé Publique et de la Population",Government,Plan de travail 2023 de la Direction Sanitaire du Sud.,"168,474.53"
Haiti,"Direction Sanitaire Nord'Est, Ministere de la Santé Publique et de la Population",Government,Plan de travail 2023 de la Direction Sanitaire du Nord'Est,"137,743.13"
Haiti,Fondation pour la Santé Reproductive et l’Education Familiale (FOSREF),NGO,Plan de travail 2023 - FOSREF,"350,307.77"
Haiti,Centres pour le Developpement et la Sante (CDS),NGO,Renforcement de l'offre en santé reproductive _CDS_PN5534,"638,651.82"
Haiti,Les Centres GHESKIO,NGO,PTA 2023-GHESKIO,"208,066.53"
Haiti,Unité de Recherche et d’Action Médico Légale (URAMEL),NGO,Plan de Travail Annuel Humanitaire,"786,680.37"
Haiti,Medecins du Monde Suisse,NGO,PTA Medecins du Monde Suisse,"308,663.52"
Honduras,Asociación Foro Nacional de VIH/SIDA,NGO,"Prevención y atención de la VbG, incluyendo en situación de emergencia humanitaria","190,528.39"
Honduras,Asociacion Medicos del Mundo,NGO,Atención Integral a sobrevivientes de Violencia Sexual,"128,797.70"
Mexico,Consejo Nacional de Población,Government,MEX07OP Temas Emergentes de la Politica de Población en México REV 1,"92,089.56"
Mexico,Consejo Estatal de Población de Hidalgo,Government,Programa Estatal de Cooperación Hidalgo REV 2,"59,704.37"
Mexico,Desarrollo de Estrategias y Politicas de Igualdad Ciudadania y Paz,NGO,Pilotaje del Modelo Integral de Prevención Primaria de Violencias contra las Mujeres,"56,768.62"
Mexico,Facultad Latinoamericana de Ciencias Sociales (FLASCO),NGO,"Pilotaje del Modelo Integral de Prevención Primaria de Violencias contra las Mujeres y Sistematización de la iniciativa, Enmienda 1","71,152.97"
Mexico,"Goethe University Frankfurt, Institute of Legal Medicine",NGO,Strengthening capacities for human identification in México.,"96,061.44"
Mexico,UN Office on Drugs and Crime,UN,"MEX07Y0P Promoción del enfoque de seguridad humana para la protección, empoderamiento e inclusión económica de las personas jóvenes en situación de riesgo durante y después de la pandemia de COVID-19 en el Estado de Hidalgo","57,839.27"
Mexico,UN Office for Project Services (UNOPS),UN,Servicios de Gestión de Personal para el Grupo Coordinador del Mecanismo Extraordinario de Identificación Forense,"336,629.71"
Panama,"HIAS, Inc.",NGO,Atención de la Violencia Basada en Género en Población Migrantes y Comunidades de Acogida,"59,575.43"
Panama,UN Office for Project Services (UNOPS),UN,Asistencia Técnica,"142,901.31"
Peru,Centro de la Mujer Peruana Flora Tristán,NGO,WP CMP Flora Tristán 2023 V 1.1,"71,547.06"
Peru,Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos (PROMSEX),NGO,WP Perú II PROMSEX V 1.1,"69,706.32"
Peru,Asociación Benéfica Prisma,NGO,WP II Prisma 2023 V 1.0,"765,179.21"
Peru,Asociación Kallpa para la Promoción Integral de la Salud y el Desarrollo,NGO,WP II Kallpa 2023 V 1.2,"79,311.94"
Venezuela,Canadian Association of Midwives,NGO,"Mejorar los resultados de salud materna, neonatal y reproductiva de las poblaciones vulnerables que viven en el estado Zulia, a través de una atención respetuosa y de calidad. Versión 2","84,011.26"
Venezuela,Consejo Nacional para Personas con Discapacidad (CONAPDIS),Government,Fortalecimiento de capacidades nacionales para mejorar la respuesta institucional en materia de VBG y SSR con adolescentes y mujeres con discapacidad.,"76,131.48"
Venezuela,Fundación Instituto Venezolano Planificación Aplicada,Government,Planificación para el desarrollo sostenible,"50,000.00"
Venezuela,Asociación Civil Niña Madre,NGO,Mejorar el acceso a servicios de Salud Sexual y Reproductiva. Distrito Capital . Mejorar la atención de salud integral en adolescentes con énfasis en prevención de transmisión de VIH-Estándarizar calidad de atención adolescente,"356,107.28"
Venezuela,Asociación Civil de Planificación Familiar,NGO,Prevención y respuesta a la VBG en contextos de emergencia en el estado Miranda. Atención diferenciada integral para adolescentes y Construcción de Paz (V2),"101,219.58"
Venezuela,UNIANDES Acción Popular,NGO,Prevención y respuesta a la VBG en contextos de emergencia en los estados Táchira y Apure . Planificación familiar y VBG en el Estado Táchira,"266,855.11"
Venezuela,Aliadas en Cadena A.C,NGO,Prevención y respuesta a la VBG en contextos de emergencia en los estados Zulia y Miranda. Prevención de Embarazo en Adolescentes PRETA EIS V4,"428,497.24"
Venezuela,Comisión para los Derechos Humanos y la Ciudadanía (CODEHCIU),NGO,Prevención y respuesta a la VBG en contextos de emergencia en el estado Bolívar. Reforzamiento de capacidades de personal de salud en planificación familiar y VBG y Prevención de Embarazo en Adolescentes PRETA EIS. Versión 2,"391,040.15"
Venezuela,Fundación Ven Da Tu Mano,NGO,"Mejorar acceso a servicios de Salud Sexual y Reproductivo, con énfasis en el fortalecimiento de atención obstétrica de emergencia implementación del Protocolo Nacional de MCVS, P Familiar y VBG. Atención con orientación Intercultural","631,161.01"
Venezuela,Asociación Civil Construyendo Futuros,NGO,Prevención de Embarazo en Adolescentes PRETA EIS V2,"264,492.48"
Venezuela,Fundación Amigos del Niño que Amerita Protección,NGO,Prevención y Respuesta a la VBG en contextos de emergencia en los estados Miranda y Distrito Capital. Acciones reforzadas de personal de salud en VBG y planificación familiar 2,"175,567.38"
Venezuela,Asociación Civil Tinta Violeta,NGO,"Prevención y respuesta a la violencia basada en género en contextos de emergencia, estado Sucre","167,805.89"
Venezuela,Redes Integrales de Salud,NGO,"Mejorar los resultados de salud materna, neonatal y reproductiva de las poblaciones vulnerables que viven en el estado Zulia, a través de una atención respetuosa y de calidad, con enfoque intercultural","53,238.97"
Venezuela,Cesvi,NGO,Prevención del embarazo en adolescentes y escalamiento del uso del DIU en estado seleccionados. Version 2,"101,284.00"
Venezuela,UN Office for Project Services (UNOPS),UN,Servicios de Gestión de Personal para apoyo de la CO Ver3_1,"92,415.92"
West & Central Africa Regional Office,Population Council,NGO,Work Plan Between UNFPA and Population Council,"547,265.57"
West & Central Africa Regional Office,Equimundo: Center for Masculinities and Social Justice,NGO,"The Global Boyhood Initiative: For a generation of caring, equitable and non-violent boys","148,881.38"
West & Central Africa Regional Office,Equilibres et Populations (Equipop),NGO,Projet de lutte contre les violences gynécologiques et obstétricales (VGO) dans une perspective de genre au Sénégal,"90,062.00"
West & Central Africa Regional Office,Centre Humanitaire des Métiers de la Pharmacie (CHMP),NGO,Workplan between UNFPA WCARO and CHMP,"180,704.39"
West & Central Africa Regional Office,Centre Etudes Famille Africaine,NGO,Work Plan Between UNFPA WCARO and CEFA-PSD,"125,313.97"
West & Central Africa Regional Office,Consortium Régional en Economie,NGO,Workplan between UNFPA and CREG,"351,697.66"
Benin,Ministere des Affaires Sociales et de la Microfinance (MASM),Government,Plan de Travail du Ministere en Charge des Affaires Sociales,"256,111.12"
Benin,"Direction Generale des Politiques de Developpement (DGPD), Ministère du Developpement",Government,Plan de Travail Annuel (PTA 2023) entre la Direction Generale des Politiques de Developpement (DGPD) au Ministère du Developpement et de la Coordination de l'Action Gouvernementale et le Fonds des Nations Unies pour la Population (UNFPA),"199,211.49"
Benin,Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,Government,Renforcement de la Santé Sexuelle et Reproductive des Adolescent et des Jeunes dans les Infirmieres Universitaires,"55,277.75"
Benin,Institut National d'Ingénierie de Formation et de Renforcement des Capacités des Formateurs,Government,Extension et Renforcement Programme « Sante Sexuelle et Reproductive des Adolescent(e)s et Jeunes au Bénin »,"299,553.01"
Benin,Agence Nationale des Soins de Santé Primaires,Government,Appui à l'Agence Nationale des Soins de Santé Primaires,"351,284.50"
Benin,Direction Départementale de la Santé (DDS) Atacora,Government,Plan de Travail Annuel (PTA) 2023 entre la Direction Departementale de la Sante (DDS) de l'Atacora et le Fonds des Nations Unies pour la Population (UNFPA),"84,870.53"
Benin,L’Institut National de la Statistique et de la Démographie (INStaD),Government,Plan de Travail Annuel 2023 entre l'Institut National de la Statistique et de la Démographie (INStaD) et le Fonds des Nations Unies pour la Population (UNFPA),"59,875.97"
Benin,Direction Départementale de la Santé de l'Atlantique,Government,Plan de Travail Annuel (PTA) 2023 entre la Direction Departementale de la Sante (DDS) de l'Atlantique et le Fonds des Nations Unies pour la Population (UNFPA),"66,604.01"
Benin,Institut Régional de Santé Publique,Government,PTA IRSP - CAQ 2023 / AT UNFPA SWEDD,"198,323.37"
Benin,L'Organisation pour le Service et la Vie,NGO,Plan de Travail Annuel 2023 entre l'Organisation pour le Service et la Vie (OSV/JORDAN) et le Fonds des Nations Unies Pour la Population (UNFPA),"223,653.23"
Benin,Association Béninoise pour la Promotion de la Famille,NGO,Plan de Travail Annuel 2023 de l'Association Beninoise pour la Promotion de la Famille (ABPF) et le Fonds des Nations Unies pour la Population (UNFPA),"53,351.66"
Benin,Centre De Recherche en Reproduction Humaine et en Demographie (CERRHUD),NGO,Plan de Travail Annuel 2023 entre Le Centre De Recherche en Reproduction Humaine et en Demographie (CERRHUD) et le Fonds des Nations Unies pour la Population (UNFPA),"83,788.50"
Benin,Plan International Bénin,NGO,Plan de Travail Annuel 2021 entre Plan International Benin et le Fonds Nations Unies pour la Population (UNFPA),"136,977.06"
Benin,Croix-Rouge Béninoise,NGO,Plan de Travail entre la Croix Rouge Beninoise et le Fonds des Nations Unies pour la Population,"72,978.49"
Benin,"Association Pour l'Education, la Sexualité et la Santé en Afrique (APESSA) - Benin",NGO,"Plan de Travail Annuel 2023 De l'Association pour l'Education, la Sexualité et la Sante en Afrique (APESSA)","245,899.78"
Benin,Médecins du Monde (Bénin),NGO,"Appui à la réduction des Violences Basées sur le Genre (VBG), dans 25 communes des départements de l'Alibori, de l'Atacora, de l'Atlantique et du Borgou durant la période de crise sanitaire et post crise de la COVID-19.","153,623.46"
Benin,CARE Benin,NGO,Plan de Travail annuel 2022 entre CARE International BÉNIN TOGO et le Fonds des Nations Unies pour la population,"154,249.19"
Benin,Fundación Educación y Cooperación,NGO,Renforcement de la santé sexuelle et reproductive des adolescents et jeunes aux Bénin,"143,447.15"
Benin,SIA N'SON-ONG,NGO,PTA ONG SIA N'SON 2023 / AT UNFPA SWEDD,"151,824.84"
Benin,Groupe d'action pour l'amour du bien etre familial,NGO,Plan de Travail Annuel (PTA) 2023 entre le Groupe d'Action pour l'Amour du Bien Etre Familial (GABF)et le Fonds des Nations Unies pour la Population (UNFPA),"86,794.06"
Burkina Faso,World Food Programme (WFP),UN,Cash transfert dans la région du Sahel pour les personnes déplacées internes,"54,847.50"
Burkina Faso,Direction des Politiques de Population,Government,Plan de Travail 2023 Révisé N°2 de la Direction des Politiques de Population,"133,024.52"
Burkina Faso,Direction de la santé de la famille (ex DSME),Government,Plan de Travail Révisé 2023 de la Direction de la Sante de la Famille (Ex DSME),"564,268.33"
Burkina Faso,Programme d'Appui au Developpement Sanitaire,Government,"Appui aux Districts Sanitaires, Directions Régionales de la Santé et des Directions centrales pour la mise en œuvre des interventions de SR/SONU/PF/SRAJ/MGF/Mariage d'enfants/Humanitaire: Plan de travail annuel 2023 révisé","2,220,915.52"
Burkina Faso,Service de Santé des Armées,Government,Plan de Travail 2023 de la Direction Centrale du Service de Sante des Armees,"83,670.61"
Burkina Faso,Direction Générale de la Famille et de l'Enfant,Government,Plan de travail Annuel 2023 révisé N°1 de la Direction Générale de la Famille et de l'Enfant,"344,887.68"
Burkina Faso,"Direction de la promotion de l'éducation inclusive, de l'éducation des filles et du Genre (DPEIEFG)",Government,"Plan de Travail 2023 Révisé de la Direction de la Promotion de l'Education Inclusive, de l'Education des Filles et du Genre","71,257.18"
Burkina Faso,Japanese Organization for International Cooperation in Family Planning,NGO,JOICFP Work Plan 2023 Revised,"55,873.77"
Burkina Faso,Mwangaza Action,NGO,Plan de Travail 2023 Pour la Mise en Oeuvre du Projet Sante Mentale _Mwangaza Action,"64,199.21"
Burkina Faso,"Groupe d'Appui en Santé, Communication et Développement (GASCODE)",NGO,"Plan de Travail 2023 pour la Mise en Oeuvre du Projet Cohesion Sociale et Sante Mentale dans la Region du Centre-Nord, Burkina Faso","291,745.89"
Burkina Faso,L'Association Burkinabe pour le Bien-Etre Familial,NGO,Plan de Travail 2023 Revise 2 de l'Association Burkinabe pour le Bien-Etre Familial,"273,292.25"
Burkina Faso,Marie Stopes International,NGO,Plan de Travail Annuel 2023 Revise Marie Stopes Burkina Faso,"135,147.58"
Burkina Faso,Plan International Inc.,NGO,PTA 2023 Révisé Plan international,"167,381.41"
Burkina Faso,Association Tina-Tua,NGO,Plan de Travail 2023 Revise de Tin-Tua,"540,503.91"
Burkina Faso,Foundation KIMI,NGO,Plan de travail 2023 REVISE du Projet « Renforcement de la capacité des adolescents à exercer leurs droits en matiere de sante sexuelle et reproductive au Burkina Faso de 2020 à 2023 »,"126,134.41"
Burkina Faso,Abba’s International Healing Center,NGO,Plan de travail 2023 révisé 2 - Renforcement de l'accès des femmes et des filles vulnérables et des survivantes de VBG aux services multisectoriels qui sauvent des vies,"191,675.66"
Burkina Faso,"International Emergency and Development Aid (IEDA RELIEF), Inc.",NGO,"Plan de Travail 2023 N°2 de IEDA-Relief pour l'Offre de Service de la Sante de la Reproduction, de Planification Familiale et de VBG en Situation Humanitaire dans les Regions du Centre-Nord, du Nord, du Centre Est et du Sahel","261,571.97"
Burkina Faso,Norwegian Church Aid,NGO,Plan de travail 2023 : Projet de renforcement de l'offre de services de santé sexuelle et reproductive en situation humanitaire dans la région de la Boucle du Mouhoun,"51,442.31"
Burkina Faso,World Vision International,NGO,"Plan de Travail 2023 du projet : Droits fondamentaux, paix et égalité pour tous dans les régions du Sahel et du Nord au Burkina Faso","73,892.25"
Burkina Faso,Save the Children International,NGO,"Plan de Travail 2023 pour Promotion des Droits Fondamentaux, Paix et Egalites pour Tous dans les Regions du Sahel et du Nord au Burkina Faso","108,982.17"
Burkina Faso,United Nations Capital Development Fund (UNCDF),UN,Plan de Travail 2023 UNCDF,"137,564.72"
Cameroon,l'Institut National de la Statistique (INS),Government,2023 de Travail entre UNFPA et l'Institut National de la Statistique (INS) pour l'Annee 2023 Revise 2,"106,645.00"
Cameroon,"Department of Family Health, Ministry of Public Health",Government,Plan de Travail 2023 entre UNFPA et la Direction de la Sante Familiale du Ministere de la Sante Publique (Révision No 4),"310,365.45"
Cameroon,Délégation Régionale de la Santé Publique de L'Est,Government,Plan de Travail entre UNFPA et la Delegation Regionale de la Sante Publique de L'Est (DRSPE) Pour L'Annee 2023,"53,256.41"
Cameroon,Délégation Régionale de la Santé Publique de l’Extreme Nord,Government,Plan de Travail entre UNFPA et la Délégation Régionale de la Santé Publique de l’Extreme Nord pour l'année 2023 Révision N°02,"160,083.66"
Cameroon,Direction des Ressources Humaines du Ministère de la Sante Publique,Government,Plan de Travail 2023 entre UNFPA et la Direction des Ressources Humaines du Ministere de la Sante Publique,"52,005.08"
Cameroon,Ministere de la Jeunesse et de l’Education Civique,Government,"Plan de Travail entre UNFPA et le Ministere de la Jeunesse et de l’Education Civique pour l'Annee 2023, Revision N°2","191,622.53"
Cameroon,"Direction de la Pharmacie, du Medicament et des Laboratoires du Ministere de la Sante Publique",Government,"Plan de Travail entre UNFPA et la Direction de la Pharmacie, du Medicament et des Laboratoires (DPML) du Ministere de la Sante Publique pour l'Annee 2023, Révisé N°1","90,572.07"
Cameroon,Direction Generale de la Cooperation et de l'Integration Regionale du Minaplat,Government,Plan de Travail entre UNFPA et la Direction Generale de la Cooperation et de l'Integration Regionale du Minaplat pour l'Annee 2023,"78,204.36"
Cameroon,Centrale Nationale d’Approvisionnement en Médicaments et Consommables Médicaux Essentiels,Government,Plan de Travail entre UNFPA et la Centrale Nationale d’Approvisionnement en Médicaments et Consommables Médicaux Essentiels (CENAME) pour l'Annee 2023 Révisé 1,"87,417.62"
Cameroon,Cameroon National Association for Family Welfare,NGO,Plan de Travail entre UNFPA et CAMNAFAW pour l'annee 2023 (Révision No 2),"276,441.29"
Cameroon,l’Association Camerounaise pour le Marketing Social (ACMS),NGO,Plan de Travail entre UNFPA et l’Association Camerounaise pour le Marketing Social (ACMS) pour l'Annee 2023 (Révision No 1),"198,022.87"
Cameroon,"Association de Lutte contre les Violences Faites aux Femmes (ALVF), Extreme-Nord Cameroun",NGO,Plan de Travail entre UNFPA et l’Association de Lutte contre les Violences Faites aux Femmes Extreme-Nord Cameroun pour l'Annee 2023 Révisé 1,"91,407.96"
Cameroon,Martin Luther King Jr. Memorial Foundation (LUKMEF) - Cameroon,NGO,Work Plan Between UNFPA and Martin Luther King Jr. Memorial Foundation (LUKMEF) for 2023,"107,560.87"
Cameroon,Women in Action against Gender Based Discrimination and Violence,NGO,Work Plan Between UNFPA and WACameroon for the Year 2023,"50,186.43"
Cameroon,Reach Out Cameroon,NGO,Work Between UNFPA and Reach-Out for 2023,"50,364.35"
Cameroon,Action Locale pour un Developpement Participatif et Autogéré,NGO,Plan de Travail entre UNFPA et Action Locale pour un Developpement Participatif et Autogéré (ALDEPA) pour l'Annee 2023 Revision N°01,"66,535.84"
Cameroon,Local Youth Corner Cameroon,NGO,Plan de Travail entre UNFPA et Local Youth Corner Cameroon pour l'Annee 2023,"59,275.42"
Central African Republic,"Direction Santé, Familiale et de la Population",Government,Accès amélioré à l’information et aux services de sante sexuelle et de la reproduction,"150,850.66"
Central African Republic,"Minstere de la Promotion du Genre, de la Protection de la Femme, de la Famille et de l’Enfant",Government,"Prevenir et Reponde aux VBG, MGF, ME et Promotions des Droits Humains et Egalite Du Genre","160,204.50"
Central African Republic,Alliance for International Medical Action,NGO,"Accès amélioré à l’information et aux services de sante sexuelle et de la reproduction à Bangui, Bimbo, Boda, Damara et Bocarnaga","895,113.71"
Central African Republic,INTERSOS,NGO,"Réponse intégrée et prévention dans les sous-prefectures de Bocarnaga, Bambari, Boda, Bimbo et Damara","130,281.11"
Central African Republic,ONG Olivier l'Homme de Galilée pour le Développement Social,NGO,"Améliorer l'accès des femmes et des filles vulnérables vivant dans les communautés déplacées et d'accueil aux services médicaux et psychosociaux liés à la VBG à Bimbo, Bria, Ndélé, Sam-Ouandja, Ouadda, Ouadda-Djalle, Birao, Amadfack","627,792.96"
Central African Republic,Assistance d’Urgence et Developpement Communautaire,NGO,"Renforcement de la prévention de la transmission du VIH, la prévention et la prise en charge des cas de violence sexuelle.","814,816.92"
Chad,"Ministère Economie, du Plan et de la Coopération Internationale",Government,Plan de Travail Annuel,"292,220.77"
Chad,Ministère Santé Publique,Government,Plan de Travail Annuel Ministère de la Prévention - UNFPA,"472,740.63"
Chad,Ministère de la Jeunesse et des Sports,Government,Plan de Travail Annuel 2023,"176,827.61"
Chad,Ministère de l'Action Sociale,Government,Plan de Travail Annuel MGSN,"214,499.31"
Chad,Délégation Sanitaire Lac,Government,PTA DSPP Lac - UNFPA,"268,591.86"
Chad,Délégation Sanitaire Salamat,Government,Plan de Travail Annuel DSPP Salamat - UNFPA,"94,761.08"
Chad,Délégation Sanitaire Hadjer L,Government,PTA DSP Hadjer Lamis - UNFPA,"159,856.87"
Chad,Délégation Sanitaire Kanem,Government,PTA DSPP Kanem - UNFPA,"151,889.59"
Chad,Délégation Sanitaire Moyen Chari,Government,PTA DSP Moyen Chari - UNFPA,"190,505.21"
Chad,Délégation Sanitaire Logone Oriental,Government,PTA DSP du Logone Oriental - UNFPA,"429,432.42"
Chad,"Institut National de la Statistique, des Etudes Economiques et Démographiques",Government,Plan le Travail Annuel,"98,415.32"
Chad,Ministère de la Communication,Government,PTA Minicom,"56,548.21"
Chad,Association Tchadienne pour le Bien Etre Familial,NGO,Accroitre l’offre de services de la planification familiale à travers la stratégie avancée et les groupements féminins,"409,322.61"
Chad,Association des Femmes Juristes Tchad,NGO,Plan de Travail Annuel 2023,"390,182.44"
Chad,Technidev Academy,NGO,PTA Technidev Academy - UNFPA 2022,"394,465.45"
Chad,Initiative Humanitaire pour le Developpement Local (IHDL),NGO,Plan de Travail Annuel IHDL - UNFPA 2022,"145,699.58"
Chad,Conseil Supérieur des Affaires Islamiques du Tchad,NGO,Améliorer l’environnement pour la réalisation des trois résultats transformateurs à travers les organisations religieuses,"124,137.47"
Chad,Good Neighbors Chad,NGO,Annual Work Plan Good Neighbors,"291,453.97"
Chad,Hopital Le Bon Samaritain,NGO,Plan de Travail Annuel 2023,"61,332.22"
Chad,Hopital Notre Dame des Apotres,NGO,Plan de Travail Annuel 2023,"75,063.32"
Chad,Reseau des Jeunes pour le Developpement et le Leadership au Tchad,NGO,Plan de Travail Annuel de RJDLT,"224,854.08"
Congo,Croix-Rouge Congolaise,NGO,Plan de Travail Annuel Croix Rouge Congolaise 2023,"75,881.04"
Cote D'Ivoire,Direct Protection Jeunesse,Government,Plan de Travail Annuel 2023 avec la Direction de la Protection de la Jeunesse (DPJ),"92,532.62"
Cote D'Ivoire,Direction Santé Communautaire,Government,Plan de Travail Annuel 2023 avec la Direction Santé Communautaire,"137,688.79"
Cote D'Ivoire,Direction de Coordination du Programme National de la Santé Scolaire et Universitaire,Government,Plan de Travail Annuel 2023 avec le Programme National de Sante Scolaire et Universitaire - Sante des Adolescents et Jeunes (PNSSU - SAJ),"82,164.39"
Cote D'Ivoire,Direction de la Mutualité et des Oeuvres Sociales,Government,Plan de Travail Annuel 2023 avec la Direction de la Mutualité et des Oeuvres Sociales en Milieu Scolaire (DMOSS),"67,529.15"
Cote D'Ivoire,Direction Generale de la Sante,Government,Plan de Travail Annuel 2023 avec la Direction Generale de la Sante (DGS),"155,378.28"
Cote D'Ivoire,Programme National de Lutte contre les Violences Basées sur le Genre,Government,Plan de Travail 2023 avec le Programme National de Lutte Contre les Violences Basées sur le Genre (PNLVBVG),"107,205.65"
Cote D'Ivoire,Alliance des Religieux pour la Santé Intégrale et la Promotion de la Personne Humaine,NGO,Plan de Travail Annuel 2023 avec l’Alliance des Religieux pour la Santé Intégrale et la Promotion de la Personne Humaine (ARSIP),"376,189.50"
Cote D'Ivoire,Association de Soutien a l’Autopromotion Sanitaire Urbaine,NGO,Plan de Travail 2023 Revise 1 avec l’Association de Soutien a l’Autopromotion Sanitaire Urbaine (ASAPSU),"168,232.59"
Cote D'Ivoire,Association Ivoirienne pour le Bien Etre Familial,NGO,Plan de Travail 2023 avec l’Association Ivoirienne pour le Bien Etre Familial (AIBEF),"481,067.34"
