Indicator Name,Indicator Description,Units of Measure,Name of Geography,Country,UN Standard Country or Area Code (M.49),UNFPA Region Name,Region View Code,Survey Year,Source Organization,Source Description,ld_ranking,Sex: Female
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2009,SDG,Sustainable Development Goals Global Database 2023,12,33.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2008,SDG,Sustainable Development Goals Global Database 2023,13,33.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2007,SDG,Sustainable Development Goals Global Database 2023,14,35.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2006,SDG,Sustainable Development Goals Global Database 2023,15,39.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2005,SDG,Sustainable Development Goals Global Database 2023,16,37.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2004,SDG,Sustainable Development Goals Global Database 2023,17,41.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2003,SDG,Sustainable Development Goals Global Database 2023,18,42.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2002,SDG,Sustainable Development Goals Global Database 2023,19,48
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2001,SDG,Sustainable Development Goals Global Database 2023,20,49.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Armenia,Armenia,51,Eastern Europe and Central Asia,,2000,SDG,Sustainable Development Goals Global Database 2023,21,50.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,2.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,5.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,4.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,4.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,5.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,5.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2014,SDG,Sustainable Development Goals Global Database 2023,7,5.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2013,SDG,Sustainable Development Goals Global Database 2023,8,6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2012,SDG,Sustainable Development Goals Global Database 2023,9,5.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2011,SDG,Sustainable Development Goals Global Database 2023,10,5.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2010,SDG,Sustainable Development Goals Global Database 2023,11,5.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2009,SDG,Sustainable Development Goals Global Database 2023,12,5.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2008,SDG,Sustainable Development Goals Global Database 2023,13,4.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2007,SDG,Sustainable Development Goals Global Database 2023,14,5.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2006,SDG,Sustainable Development Goals Global Database 2023,15,4.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2005,SDG,Sustainable Development Goals Global Database 2023,16,4.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2004,SDG,Sustainable Development Goals Global Database 2023,17,5.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2003,SDG,Sustainable Development Goals Global Database 2023,18,5.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2002,SDG,Sustainable Development Goals Global Database 2023,19,5.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2001,SDG,Sustainable Development Goals Global Database 2023,20,6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Australia,Australia,36,non-UNFPA,,2000,SDG,Sustainable Development Goals Global Database 2023,21,6.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,5.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,5.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,5.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,5.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,5.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,5.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2014,SDG,Sustainable Development Goals Global Database 2023,7,5.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2013,SDG,Sustainable Development Goals Global Database 2023,8,5.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2012,SDG,Sustainable Development Goals Global Database 2023,9,5.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2011,SDG,Sustainable Development Goals Global Database 2023,10,6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Austria,Austria,40,non-UNFPA,,2010,SDG,Sustainable Development Goals Global Database 2023,11,6
